sample_key,dataset,source_version,identity_id,capture_date,day_number,occurrence,camera_id,cowshed_id,relative_camera_position,rgb_path,thermal_array_path,rgb_sha256,thermal_sha256,phash,mapping_state,payload_status,exact_duplicate_state,near_duplicate_state,duplicate_group_id,protocol_role,gallery_candidate,query_candidate,cohort_status,exclusion_reason,license_id
0087_7_1,holstein,2.0,0087,2018-07-07,7,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0087/0087_7_1.jpg,holstein/extracted/Temperature/0087/0087_7_1.npy,58a033e65ca29aea1ed9b2784347ebb5891d5361d47e90167fedcda907f01afa,153b116d9a5113d598996422faff30e8b828b428996663fa09201819a162cb9f,f1f5cb0272e12aca,exact-metadata,valid,unique,no-phash-candidate,,locked-future-test,false,true,strict,,CC0-1.0
0087_8_1,holstein,2.0,0087,2018-07-08,8,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0087/0087_8_1.jpg,holstein/extracted/Temperature/0087/0087_8_1.npy,fed7e9f05d9a43716f4be200574ffff9aa17f145265877ab0e705325a7443d39,8f3d8d83b2176f01ec3d5583cde3a24cba48cb1ad784497cef201691fdeb9ad1,f9f3c1027aea148d,exact-metadata,valid,unique,no-phash-candidate,,locked-future-test,false,true,strict,,CC0-1.0
0087_9_1,holstein,2.0,0087,2018-07-09,9,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0087/0087_9_1.jpg,holstein/extracted/Temperature/0087/0087_9_1.npy,cb4b5f93a7830eaa51d1e86d1593e9fb029b991425cd765b018e00a3a20398b0,7754fed70b2a074f9982869f4b20a61b9a0efbf7ff44c7465cd306bb539ca081,f1f3cb1270e80e99,exact-metadata,valid,unique,no-phash-candidate,,locked-future-test,false,true,strict,,CC0-1.0
0089_1_1,holstein,2.0,0089,2018-06-30,1,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0089/0089_1_1.jpg,holstein/extracted/Temperature/0089/0089_1_1.npy,eaa1fcacec721df1243c43c1a7c41a821e82eec016a0c2851380627d5900b9ed,8779154df846d2c60f5a838d421d0ecc2b9059c60a64b631dc10a23d6a4c139d,bef99153d431e10a,exact-metadata,valid,unique,no-phash-candidate,,train-gallery,true,false,strict,,CC0-1.0
0089_2_1,holstein,2.0,0089,2018-07-01,2,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0089/0089_2_1.jpg,holstein/extracted/Temperature/0089/0089_2_1.npy,9b3d8954387c5d8e85e6559cde701ac41a401d00aca75c7f346957e1a51a7e9e,e34b43da31c6e55de059a113ec5b9359e07623313f99ab6176df1b8eb11623e4,f1f3c10350e03fcb,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0089_3_1,holstein,2.0,0089,2018-07-02,3,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0089/0089_3_1.jpg,holstein/extracted/Temperature/0089/0089_3_1.npy,0e70f823d190109c0f3d2a92cad143c95535cce5954264674ee64183d3bd29ad,a65de39634e7d8ee45feaade2321fa9d71440d533321f1a551300f1ceef6a3ca,b4f2411273e933cb,rank-derived,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0089_3_2,holstein,2.0,0089,2018-07-02,3,2,,,,holstein/extracted/Raw/RGB (640 x 480)/0089/0089_3_2.jpg,holstein/extracted/Temperature/0089/0089_3_2.npy,e45a7dcd420cc7d9dc2c6789142d30e5335ae19383f30376094a34bfc9c90085,58c7a537f3bb64e402c007ad25e58409bc7abcc9af63af3944fb48718461be12,f5f2411251eb3a8b,rank-derived,valid,unique,no-phash-candidate,,train-gallery,true,false,strict,,CC0-1.0
0089_4_1,holstein,2.0,0089,2018-07-03,4,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0089/0089_4_1.jpg,holstein/extracted/Temperature/0089/0089_4_1.npy,269cc7356a95ed5b04f7081ae1aaab1e7a85b9b452323afedfb6bac333a878d1,75abc235a75bd04ef8058ace9f7a25e1b545092839849785a259668bd8b0eb95,d3f08112dab93dca,exact-metadata,valid,unique,no-phash-candidate,,train-gallery,true,false,strict,,CC0-1.0
0089_5_1,holstein,2.0,0089,2018-07-05,5,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0089/0089_5_1.jpg,holstein/extracted/Temperature/0089/0089_5_1.npy,c673e63e695b0b5b3be821eee6ff2c534f2b186895f21f5b621dea330728a6cd,0c7b4f484430d1426e416d383657ad1fb7d119ad97ff24c236fb5c878a6f5f93,f1f24103daa83dcb,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0089_6_1,holstein,2.0,0089,2018-07-06,6,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0089/0089_6_1.jpg,holstein/extracted/Temperature/0089/0089_6_1.npy,ca0def604d457d681e0a912dad5bd9b2acd04fc5e35533d36c35984862b66d5d,5d46a8ca56c88ce0c5d98f4d940fe0148b561860299550a9e9b01558a59c988e,e3f54102d2e83d9b,rank-derived,valid,unique,no-phash-candidate,,oof-calibration,false,false,strict,,CC0-1.0
0089_6_2,holstein,2.0,0089,2018-07-06,6,2,,,,holstein/extracted/Raw/RGB (640 x 480)/0089/0089_6_2.jpg,holstein/extracted/Temperature/0089/0089_6_2.npy,81a31eca7c6659c6c1081f1554f32f1d90a2e8e9d492cae54fe98e9704d6b5aa,5d85142097c1bd15d294505347b0afc18b69d7d2fc6bc78e2fbf2d1abf240d56,e3f44103d2e03ddb,rank-derived,valid,unique,no-phash-candidate,,oof-calibration,false,false,strict,,CC0-1.0
0089_7_1,holstein,2.0,0089,2018-07-07,7,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0089/0089_7_1.jpg,holstein/extracted/Temperature/0089/0089_7_1.npy,9fd3e35e832e70727d4a4be6dcccc6011a19cd5cb7ceea637f5ef00f9a732290,50e518c2bb1ad549c20ddadd0510ee1ec0f21ac12ca210fe6297f3242c4fae74,e3f24103dba83ccb,exact-metadata,valid,unique,no-phash-candidate,,locked-future-test,false,true,strict,,CC0-1.0
0089_8_1,holstein,2.0,0089,2018-07-08,8,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0089/0089_8_1.jpg,holstein/extracted/Temperature/0089/0089_8_1.npy,196395d40e24c999647fd23508cb8a8c83d949eebff479a95d248c543c3b3a25,fbf0b2b2adeca6ac40893189ec6fd1e03a24f71b6c8cbe5c13ea27b6efd49293,e3f64303cafa3189,exact-metadata,valid,unique,no-phash-candidate,,locked-future-test,false,true,strict,,CC0-1.0
0089_9_1,holstein,2.0,0089,2018-07-09,9,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0089/0089_9_1.jpg,holstein/extracted/Temperature/0089/0089_9_1.npy,c03fcf139f5de3ca7de9f0bfc5cbc62829c1bcce47b812fd2543ccae0aa34753,bf598c040d668864eb945b6212217fec1c4cb366356a876adbe3ec815a6dfc44,e1f241338af83d8b,rank-derived,valid,unique,no-phash-candidate,,locked-future-test,false,true,strict,,CC0-1.0
0089_9_2,holstein,2.0,0089,2018-07-09,9,2,,,,holstein/extracted/Raw/RGB (640 x 480)/0089/0089_9_2.jpg,holstein/extracted/Temperature/0089/0089_9_2.npy,78b6075c52f042d37d8144eee2a8fa73149e92591b9729009c42f75bb73849ec,b384f43ea88b90bd4b8ab81bc0455475fdfe94bdd7f3c1fb598cb7a998602ad5,e1f24133abe83d89,rank-derived,valid,unique,no-phash-candidate,,locked-future-test,false,true,strict,,CC0-1.0
0090_1_1,holstein,2.0,0090,2018-06-30,1,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0090/0090_1_1.jpg,holstein/extracted/Temperature/0090/0090_1_1.npy,1967aa57bcdd193fb8c4db851ed9aa4bd209d3bd5becbe5301d7281399478bb9,c23d8307d26a84e473af4de0342c5fc33711821739617a6f6a6d2ded41707c15,f8f99b11f033cd02,rank-derived,valid,unique,no-phash-candidate,,train-gallery,true,false,strict,,CC0-1.0
0090_1_2,holstein,2.0,0090,2018-06-30,1,2,,,,holstein/extracted/Raw/RGB (640 x 480)/0090/0090_1_2.jpg,holstein/extracted/Temperature/0090/0090_1_2.npy,bd0271e6481bf5bbebce4a8d8c62d35990dfe6ea506197ba639855d666eed172,a5d05847c9925baaf5d920433399c334d151ada657941491b5a0b69b174c7200,bbf9c5139068c11f,rank-derived,valid,unique,no-phash-candidate,,train-gallery,true,false,strict,,CC0-1.0
0090_2_1,holstein,2.0,0090,2018-07-01,2,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0090/0090_2_1.jpg,holstein/extracted/Temperature/0090/0090_2_1.npy,67c7757d5c72c505e48776d9d0558ab7a1bea8e58addb896784f044513bc9376,1099b667af157936451b1f7070be5342976c52fee80c1da4a65b154155400c29,f9f2c0017bb836c9,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0090_3_1,holstein,2.0,0090,2018-07-02,3,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0090/0090_3_1.jpg,holstein/extracted/Temperature/0090/0090_3_1.npy,e7eff193460ec01d131f1a18ccd1cfa114ed239c06424521326c28801145ca51,07d5d09d986e33a833aaadab4cfea85877cee7e80aaaf41404025b8953a4addd,f1f2c30332ea1ec9,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0090_4_1,holstein,2.0,0090,2018-07-03,4,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0090/0090_4_1.jpg,holstein/extracted/Temperature/0090/0090_4_1.npy,0add985926f210f35c3e0a7b933a30307232904c2752b6021bf929433af53b87,95be73a2b94352da5e037e00a21a359ecf1df28c8bd91cdcb4938cd907b7958c,f3f5810352d23ccd,exact-metadata,valid,unique,no-phash-candidate,,train-gallery,true,false,strict,,CC0-1.0
0090_5_1,holstein,2.0,0090,2018-07-05,5,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0090/0090_5_1.jpg,holstein/extracted/Temperature/0090/0090_5_1.npy,7396a6941e5b1a8dca50e13e77e9a5e7abfc7965c9323ace833fc6e381daae9b,76adc3b4e89206a049c75bd653476467127143d306b398aa1adbf6a21a861e7b,f1f3435232a11dcb,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0090_6_1,holstein,2.0,0090,2018-07-06,6,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0090/0090_6_1.jpg,holstein/extracted/Temperature/0090/0090_6_1.npy,a7fff6473dd9ec6d39083f2bfd159e94488c4a590ed952477bcba465126a4858,91122f74625d6dd8435729d2f5837d93523259e7ac935e2124f3c7bf7a022dcb,f1f2c30339ea1e89,exact-metadata,valid,unique,candidate-cleared,,oof-calibration,false,false,strict,,CC0-1.0
0090_7_1,holstein,2.0,0090,2018-07-07,7,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0090/0090_7_1.jpg,holstein/extracted/Temperature/0090/0090_7_1.npy,843e220150452f4290a4bce30c357ea909f7524e0a8e782472e282ee88d891fd,f8b49206634b1cfa6bb2669d9db38ec28347854b3e940678df9377371a3b53e9,f1f3c30372a01ecb,exact-metadata,valid,unique,candidate-cleared,,locked-future-test,false,true,strict,,CC0-1.0
0090_8_1,holstein,2.0,0090,2018-07-08,8,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0090/0090_8_1.jpg,holstein/extracted/Temperature/0090/0090_8_1.npy,aeafa6ab45d5a0e79d443f8330beca5f8affe60e0a5eacacc0386b564cc54a6c,c7b2e6196b4789fc17a22e82515aa89d43562c6ad2d8db0c333bc55cc94ff521,f1f3c10332e03dcb,rank-derived,valid,unique,candidate-cleared,,locked-future-test,false,true,strict,,CC0-1.0
0090_8_2,holstein,2.0,0090,2018-07-08,8,2,,,,holstein/extracted/Raw/RGB (640 x 480)/0090/0090_8_2.jpg,holstein/extracted/Temperature/0090/0090_8_2.npy,5351fde6b03727f248f3c0b0f6a4f51efb4bd0d1997aa0dd13d3888fa5f89626,bac12ebbf63fe776b10c3ed828fd546addcb57fb9e74ba96d02b1fadf2b68a1d,f9f3c30332e034cb,rank-derived,valid,unique,candidate-cleared,,locked-future-test,false,true,strict,,CC0-1.0
0090_9_1,holstein,2.0,0090,2018-07-09,9,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0090/0090_9_1.jpg,holstein/extracted/Temperature/0090/0090_9_1.npy,7f4eadea375f2f7011effe25bc66f440ece2aa92f1988171e5f48b56a07d3b56,e55c7d4a3fe9d30202145e1a389c3f5cbf46320547d2b67719448d7746149ce0,f1f3432232ea1d99,exact-metadata,valid,unique,candidate-cleared,,locked-future-test,false,true,strict,,CC0-1.0
0091_1_1,holstein,2.0,0091,2018-06-30,1,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0091/0091_1_1.jpg,holstein/extracted/Temperature/0091/0091_1_1.npy,7d73a10c6680f24363db180b27e53d2eb9cbeb097b670e6de480a64d2dc35e08,eb020210bd5df2c923c3841c55825a8bf5e57c6b86c3646de9ef9c881ce1f53d,bef9c913b52dc102,exact-metadata,valid,unique,no-phash-candidate,,train-gallery,true,false,strict,,CC0-1.0
0091_2_1,holstein,2.0,0091,2018-07-01,2,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0091/0091_2_1.jpg,holstein/extracted/Temperature/0091/0091_2_1.npy,157e762c03ca4438296df62ada7e3020a91fd2ecb567d15e0c0616d47d2c9e4a,98a1379fb7be3c67e3bbd96052e0b79ee1891242dce05fc5d5fec5390e36a6b7,f9f2c15178a80ed9,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0091_3_1,holstein,2.0,0091,2018-07-02,3,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0091/0091_3_1.jpg,holstein/extracted/Temperature/0091/0091_3_1.npy,945d2c1b59a7457f56d9d8d607645688971655febbaa4c7cb2aa63d0b8178fe2,f455011087686a9e8f4ce49e6e877f8e631f9da609ee6551a36db6d6ec3b52d9,b1f2c11239e85fc9,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0091_4_1,holstein,2.0,0091,2018-07-03,4,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0091/0091_4_1.jpg,holstein/extracted/Temperature/0091/0091_4_1.npy,b04b458bf0d3a86e47ca34852c5aae211f154f0fa72dd1e1ff62222e7eb9570a,c0430f80769f0da378b42df7e345beb37afb38c833b453a82963a6d19dbdd820,f1f3c31230a91fc9,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0091_5_1,holstein,2.0,0091,2018-07-05,5,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0091/0091_5_1.jpg,holstein/extracted/Temperature/0091/0091_5_1.npy,0e10ac6d7bc340c8aa195d95f2df30bf164012c08b3604b5f64d9f7c380bf886,a82a115a6635c13dc6940c0231cfec2061061aac4d8a9f722191637be27d3285,f1f2c31332a81fc9,exact-metadata,valid,unique,candidate-cleared,,train-gallery,true,false,strict,,CC0-1.0
0091_6_1,holstein,2.0,0091,2018-07-06,6,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0091/0091_6_1.jpg,holstein/extracted/Temperature/0091/0091_6_1.npy,33c410a301d45407b2f95d8e150a8ce7e7f1552fa66d1ed7783a160906b39bbc,9a921312bac08b3ace4721652abcfa2a2db5c1436856ca1bdca9886148c5b6e5,f1f1c30232e01fdb,rank-derived,valid,unique,candidate-cleared,,oof-calibration,false,false,strict,,CC0-1.0
0091_6_2,holstein,2.0,0091,2018-07-06,6,2,,,,holstein/extracted/Raw/RGB (640 x 480)/0091/0091_6_2.jpg,holstein/extracted/Temperature/0091/0091_6_2.npy,3bd86f9335ccbc8a614f7ea7124de6d96962797b9fc8b2b0c076720dbe73e216,b4128fca6ce429d05ab66990dea2a0fe3dbac650656f7c1f067b8b4aef40faff,f1f4c30232e01fdb,rank-derived,valid,unique,candidate-cleared,,oof-calibration,false,false,strict,,CC0-1.0
0091_6_3,holstein,2.0,0091,2018-07-06,6,3,,,,holstein/extracted/Raw/RGB (640 x 480)/0091/0091_6_3.jpg,holstein/extracted/Temperature/0091/0091_6_3.npy,f80f62c89ff5ed596772a1031618815cff319d479b4e4c332640a8548c44226a,b1eb0ae61fe2f108444db4db3077784fedf8aff42b3945eeade6c670d1a4e7b4,f3f183125aa71d98,rank-derived,valid,unique,no-phash-candidate,,oof-calibration,false,false,strict,,CC0-1.0
0091_7_1,holstein,2.0,0091,2018-07-07,7,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0091/0091_7_1.jpg,holstein/extracted/Temperature/0091/0091_7_1.npy,f42188adc8d93e70316e0e25d3296ec9d72bcb85303196d4a4853ba5208fd6d6,e6ce0022aca38a1e7232d9feae0424af32d261324bb1d39bfd3e4603610ce368,f0f2c31372a01fd9,exact-metadata,valid,unique,candidate-cleared,,locked-future-test,false,true,strict,,CC0-1.0
0091_8_1,holstein,2.0,0091,2018-07-08,8,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0091/0091_8_1.jpg,holstein/extracted/Temperature/0091/0091_8_1.npy,7372aec8624d3d2d887d12d9fa11c83b59c3153afaa682f4a08cf314fa5b113c,5de4608778995a4d536a2c5990a2829aa029bca39c1c80f34fb67c5e07d88171,f1f3c30232a11ddb,exact-metadata,valid,unique,candidate-cleared,,locked-future-test,false,true,strict,,CC0-1.0
0091_9_1,holstein,2.0,0091,2018-07-09,9,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0091/0091_9_1.jpg,holstein/extracted/Temperature/0091/0091_9_1.npy,aabe9267e5a31a0d442cd0247b92a3026746ea7758ba2fb75a624b65ab69c563,1ae4f8cbc3652235004439dd390d4d7ef6189d264b1f8c469e63307f76d72124,f0f2c91372e80bd9,exact-metadata,valid,unique,no-phash-candidate,,locked-future-test,false,true,strict,,CC0-1.0
0093_2_1,holstein,2.0,0093,2018-07-01,2,1,,,,holstein/extracted/Raw/RGB (640 x 480)/0093/0093_2_1.jpg,holstein/extracted/Temperature/0093/0093_2_1.npy,66434ae6f8f471441be9a6b504dc36059423094669fe64fb7b91a456a55d6fe0,bad2069c10f190a6fb9da8335887d5dd1b2aad2139a247c406b55366216993b4,f9f2c00951f12ecb,exact-metadata,valid,unique,no-phash-candidate,,train-gallery,true,false,availability-only,,CC0-1.0
